Company_ID,Address,Name,Type
01HQXAVCQ5P0HC3497F85N7E5T,"76 Glendale Circle, Denver, Colorado 80019",Momentum Worldwide,Private Corporation
01HQXAVCQ5D7ZWTXG117VS0WH2,"523 Myrtle Center, Los Angeles, California 90001", PayPal ,Private Corporation
01HQXAVCQ6Q0WV7ETF9AM4FWDP,"54 Gina Street, Miami, Florida 33126", Vontive ,Private Corporation
01HQXAVCQ65NQQBYB9NWGCBS05,"2547 Barnett Road, Los Angeles, California 90003", Hitachi Vantara ,Private Corporation
01HQXAVCQ6JA8GYDNJAAEAQXAQ,"18 Sunbrook Pass, Boston, Massachusetts 02108", GPTZero ,Private Corporation
01HQXAVCQ7MCQRSSZ85YNH3HH6,"55 Pankratz Lane, New York, New York 10003",Match Group,Private Corporation
01HQXAVCQ7SQ7NE6T3PZVRETRV,"509 Green Ridge Park, Atlanta, Georgia 30033", Western Digital ,Private Corporation
01HQXAVCQ7NXTTY0A8XWMM321A,"94 Dixon Point, Seattle, Washington 98102",Aurora Innovation,Startup
01HQXAVCQ7EXB02036SGHHMWQR,"29668 Cardinal Terrace, Atlanta, Georgia 30303",Trumid,Private Corporation
01HQXAVCQ8JDT5T1WW1N0PGJ7Z,"0 Erie Circle, Atlanta, Georgia 30033",Five9,Startup
01HQXAVCQ8HY7FZWJRRT99VSEX,"0060 Corscot Way, Seattle, Washington 98102",Genesis Therapeutics,Private Corporation
01HQXAVCQ9GPK98FCP6NTCD04N,"8 Ridge Oak Park, Dallas, Texas 75001",IXL Learning,Private Corporation
01HQXAVCQ9SK0BD1C2KGC0JQ0Y,"4801 Mccormick Crossing, San Francisco, California 94107", Coinbase ,Private Corporation
01HQXAVCQ9PQSKBE2AN0MJXRXY,"2 Waubesa Junction, Tampa, Florida 33601",Olo,Startup
01HQXAVCQA3PHVNX86826RMCQW,"37237 Russell Avenue, Seattle, Washington 98102",Thousand Eyes,Startup
01HQXAVCQABE7JV5DP5YDB52J0,"7408 Talmadge Court, Atlanta, Georgia 30301", Nutanix ,Private Corporation
01HQXAVCQBVHT9XC34FKA4XYXB,"3 Shopko Drive, Tampa, Florida 33592", Capital One ,Private Corporation
01HQXAVCQBFE4PKXX3J4JTNYFN,"12450 Utah Lane, Chicago, Illinois 60106",Acadian Asset Management,Private Corporation
01HQXAVCQCX7W0DE8CW7SNK1JY,"63 Emmet Alley, Miami, Florida 33126", Fluence ,Private Corporation
01HQXAVCQC4H2QMSWE51KABR6J,"20099 Hovde Hill, Denver, Colorado 80014", Confluent ,Private Corporation
01HQXAVCQDWVBTA1DHCVSN2YYP,"77 Linden Road, Denver, Colorado 80022", Cover Genius ,Non-Profit Organization
01HQXAVCQD33FNHH5K45EATERY,"256 Messerschmidt Street, Atlanta, Georgia 30303",UDisc,Private Corporation
01HQXAVCQD3VP309KE1W95FREM,"79 Sutteridge Drive, Miami, Florida 33101",Applied Materials,Private Corporation
01HQXAVCQFFPG5M23NVR0R2X1M,"76544 Sachtjen Parkway, Tampa, Florida 33602", Govini ,Startup
01HQXAVCQFS4TH3X07YPC59635,"7965 Shopko Junction, Miami, Florida 33109",Weiss Asset Management,Non-Profit Organization
01HQXAVCQGAKD4T8TN9JN7MKFV,"9 Veith Park, Tampa, Florida 33601",Oshkosh,Private Corporation
01HQXAVCQGTAYWCG9CTXDRHJ71,"26 Transport Lane, Chicago, Illinois 60106", Codazen ,Private Corporation
01HQXAVCQHB5ZJHP91FE26SXGE,"4 Almo Road, Boston, Massachusetts 02108",TigerGraph,Startup
01HQXAVCQHTVKE950JRBXWERBF,"522 Coolidge Junction, Miami, Florida 33109",Alexandra Lozano Immigration Law PLLC,Private Corporation
01HQXAVCQJG0Z9NZPKQZDPD6Q2,"197 Golf View Plaza, Miami, Florida 33109",Cohere,Private Corporation
01HQXAVCQJY4E59BBFV91ETWHQ,"689 Prairieview Circle, Dallas, Texas 75019",Capella Space,Private Corporation
01HQXAVCQJHQE45E7777EEAQC1,"0 Delladonna Pass, Seattle, Washington 98101", The Boeing Company ,Private Corporation
01HQXAVCQJFY61AMWMNSWS0F0E,"19 New Castle Circle, Austin, Texas 73301", Metron ,Private Corporation
01HQXAVCQKWR6VRFC069N4V128,"06 Buena Vista Crossing, Austin, Texas 73344", Sprout Social ,Private Corporation
01HQXAVCQKFWTQ7TS854187KZQ,"408 Summit Alley, Miami, Florida 33109", identifeye HEALTH,Private Corporation
01HQXAVCQKQ56Z7RJ71X1PVPZ2,"0 Dakota Park, Miami, Florida 33126", Optiver ,Startup
01HQXAVCQKKYWFF64YWV4K3E8R,"8113 Debs Junction, San Francisco, California 94107", Zoox ,Private Corporation
01HQXAVCQKNAXHFCHT3ANH1HK0,"6 Barnett Crossing, Denver, Colorado 80019",Orion Innovation,Private Corporation
01HQXAVCQMVA719WESR4NKVZ7N,"0681 Barnett Parkway, New York, New York 10002", Uber ,Startup
01HQXAVCQMRZCV2GMQY7S5Z1HE,"7 Artisan Plaza, Seattle, Washington 98102", Ripple ,Private Corporation
01HQXAVCQNXB75JXBVTHTKW86N,"624 Brickson Park Junction, Seattle, Washington 98103",BambooHR,Startup
01HQXAVCQNMEQEFMHW307R7PP8,"2 Victoria Junction, Atlanta, Georgia 30301",Nutanix,Private Corporation
01HQXAVCQNMZX5WRX75WCR0FRF,"05 Artisan Plaza, San Francisco, California 94107",Spry Methods,Private Corporation
01HQXAVCQPE51ZHYQDFJQN8RFT,"9 Homewood Point, Boston, Massachusetts 02110", Salesforce ,Startup
01HQXAVCQPEEVZBF82Z6K9RCJ0,"6170 Golden Leaf Circle, Austin, Texas 73344",Schonfeld,Private Corporation
01HQXAVCQQWYP2N9KB3GGXF955,"6 Eastlawn Center, Austin, Texas 73344",Intel,Private Corporation
01HQXAVCQQ5ZER7W2VQ1D7NTGE,"1 Clarendon Lane, Denver, Colorado 80019", Flipp ,Private Corporation
01HQXAVCQQBJ0N2PNV7PV6XR6E,"95463 Arrowood Pass, San Francisco, California 94107",Spot Freight,Private Corporation
01HQXAVCQR31R8TYNJXCSCS7CV,"0 Knutson Park, Miami, Florida 33126", Yahoo ,Private Corporation
01HQXAVCQRZNRV1QSXE05NJAFX,"5 Kingsford Center, Austin, Texas 73344", LogicMonitor ,Private Corporation
01HQXAVCQRNXK5FY90494TRB90,"64 American Circle, Austin, Texas 73344", HBK Capital Management ,Private Corporation
01HQXAVCQR0KK9J59RGXXHP1YH,"91993 Corscot Point, Seattle, Washington 98101", ServiceNow ,Private Corporation
01HQXAVCQRFAGAV9ZYQMKPHM03,"24584 Novick Plaza, Dallas, Texas 75001", Coca-Cola ,Private Corporation
01HQXAVCQS9YRKPJHYH127M12D,"09 Hoffman Way, Denver, Colorado 80019", Arista Networks ,Private Corporation
01HQXAVCQSFTK3QBVGVAN9B9KJ,"57885 Bay Trail, Seattle, Washington 98103", Businessolver ,Private Corporation
01HQXAVCQSNJ4BNHWR1TCTZFQM,"2 Gulseth Pass, Atlanta, Georgia 30033",Figma,Private Corporation
01HQXAVCQSZWSP46KVDWBCCB4Y,"6 Glendale Park, New York, New York 10003",IEX,Private Corporation
01HQXAVCQSQ1QSGKGKRFX2Y1B2,"8 Monterey Point, Seattle, Washington 98102",SharkNinja,Private Corporation
01HQXAVCQT2H7D3PJDMPBTGGA5,"87951 Carioca Drive, Miami, Florida 33109", Regrello ,Private Corporation
01HQXAVCQTSQKHEX3R8FME3VME,"40389 Elgar Trail, Seattle, Washington 98102",AeroVect,Private Corporation
01HQXAVCQTJY7AZ1D8GMNX4J82,"3 Summer Ridge Street, Seattle, Washington 98102",Democratic National Committee (DNC),Startup
01HQXAVCQTSRQK9PBXTK0976V4,"906 Spenser Park, Boston, Massachusetts 02111",Kodiak Robotics,Private Corporation
01HQXAVCQT8FK9V0NX3XAS4F8Y,"3 Delaware Crossing, Boston, Massachusetts 02110",First American,Private Corporation
01HQXAVCQTN5HF896HX8TH7B9M,"22 Del Mar Pass, Austin, Texas 73344",Fortra,Private Corporation
01HQXAVCQV8G9VHVP1XP0SK707,"7 Mendota Hill, New York, New York 10003", TuSimple ,Private Corporation
01HQXAVCQWSCW643CDX2D66NCW,"775 Westport Parkway, Los Angeles, California 90001", Pear VC ,Private Corporation
01HQXAVCQWZB5ZPC12S1DMX482,"8 Lien Park, Miami, Florida 33109", Alchemy ,Private Corporation
01HQXAVCQW9QK2HRKTT343QHZY,"68 Meadow Valley Hill, Miami, Florida 33126",Crowdstrike,Private Corporation
01HQXAVCQXXHR317F0TR554R27,"51 Waywood Trail, Denver, Colorado 80014",Openmesh Networks,Private Corporation
01HQXAVCQX9CXJRN8ZFRGH5F0K,"487 Sullivan Parkway, San Francisco, California 94103", Minitab ,Private Corporation
01HQXAVCQXSGXVX2RPBC80RQZE,"7 Farmco Parkway, New York, New York 10002",Mysten Labs,Non-Profit Organization
01HQXAVCQXE1RD288FFEM024BX,"3 Anhalt Drive, San Francisco, California 94102",Redsox,Private Corporation
01HQXAVCQXQBG28B2NRPW5HBD1,"39 Armistice Hill, Tampa, Florida 33602", SoFi ,Private Corporation
01HQXAVCQXFD2JTZABM2FJESBQ,"1 Dayton Court, Miami, Florida 33109", Episode Six ,Private Corporation
01HQXAVCQYH0BRAG2B2RQJ7XXK,"480 Oriole Park, Los Angeles, California 90002",Rackner,Private Corporation
01HQXAVCQYW1KXPRZ6615PWV2F,"41334 Holy Cross Plaza, Dallas, Texas 75019",Dow Jones,Private Corporation
01HQXAVCQYJQ9VR893WZ044KEF,"00668 Schlimgen Point, Atlanta, Georgia 30301",Xylem,Private Corporation
01HQXAVCQY2ADH326EKPXK0GKB,"45 Miller Trail, Seattle, Washington 98101", Ultra Mobile ,Private Corporation
01HQXAVCQZ4KXNVPTY3YTFK8RR,"37449 Kensington Drive, Dallas, Texas 75032",Bose,Private Corporation
01HQXAVCQZCA5ZG53H7RDGSZB6,"63 Veith Place, Tampa, Florida 33592",Canonical,Private Corporation
01HQXAVCQZFRW90D2N6EFZPJAT,"49 Center Court, Austin, Texas 778613",Ascend Analytics,Private Corporation
01HQXAVCQZ8KY2KRJE0HCA5REY,"003 Clove Way, Boston, Massachusetts 02110",Snyk,Private Corporation
01HQXAVCQZT7RE42HZ1RT90XT3,"23 Corscot Road, Boston, Massachusetts 02110",HCVT,Private Corporation
01HQXAVCQZYF5N9HVP8QNCXW97,"566 Cordelia Center, Los Angeles, California 90001", Zynga ,Private Corporation
01HQXAVCR0PX1DP6TJNR6FAJ4M,"935 Old Gate Parkway, San Francisco, California 94107", Pure Storage ,Startup
01HQXAVCR0113ZBMBE6D7ARSM2,"3792 Rutledge Crossing, Austin, Texas 73301", Grammarly ,Private Corporation
01HQXAVCR009GYX7Z739EYC6DQ,"9204 East Parkway, Miami, Florida 33126", MarketAxess ,Private Corporation
