Portal_ID,Name,Company_ID
01HQY4F1KAZVZ6DE35C8FAMJBH,Movable Ink,01HQXAVCQC4H2QMSWE51KABR6J
01HQY4F1KA8YT9NC9J4FWKFEST, EliseAI ,01HQXAVCQDWVBTA1DHCVSN2YYP
01HQY4F1KAC4G9YCXWDBBV3GYN, Oscar Health ,01HQXAVCQD33FNHH5K45EATERY
01HQY4F1KBZ97XXGEKHYZQ8DM4,Acadian Asset Management,01HQXAVCQD3VP309KE1W95FREM
01HQY4F1KBD4DEW6GJVP91KQ0T,Tegus,01HQXAVCQFFPG5M23NVR0R2X1M
01HQY4F1KBR8SNJZC2GYVMGEDF, Uncountable ,01HQXAVCQFS4TH3X07YPC59635
01HQY4F1KBM40VG933P0GVR8BX, Hex Technologies ,01HQXAVCQGAKD4T8TN9JN7MKFV
01HQY4F1KCNY4ZVGB865PKWW21,Kodiak Robotics,01HQXAVCQGTAYWCG9CTXDRHJ71
01HQY4F1KCJFVKBZP8N5XPR5JY, Matroid ,01HQXAVCQHB5ZJHP91FE26SXGE
01HQY4F1KCJM090CQX9TSPT614,Santander,01HQXAVCQHTVKE950JRBXWERBF
01HQY4F1KCCHN668849H7VN5GR, Ripple ,01HQXAVCQJG0Z9NZPKQZDPD6Q2
01HQY4F1KD8FYF2YM2543D6WFN, Minitab ,01HQXAVCQJY4E59BBFV91ETWHQ
01HQY4F1KDRHH0Y6R06HTTHKM0,Live Ramp,01HQXAVCQJHQE45E7777EEAQC1
01HQY4F1KD04WGDZ6SHQWEZMFD,Figma,01HQXAVCQJFY61AMWMNSWS0F0E
01HQY4F1KDCVVMHYMFATRBZC7W,Gen,01HQXAVCQKWR6VRFC069N4V128
01HQY4F1KET8TYY1HWFTFDZKPG,Redsox,01HQXAVCQKFWTQ7TS854187KZQ
01HQY4F1KENCA4ZNYAHN2V7E42,Osmo,01HQXAVCQKQ56Z7RJ71X1PVPZ2
01HQY4F1KEAZ78ZFEGZ9Q775D4,Moxion Power,01HQXAVCQKKYWFF64YWV4K3E8R
01HQY4F1KEGKGABQDGQ1R1Z447,Codazen,01HQXAVCQKNAXHFCHT3ANH1HK0
01HQY4F1KF8H3QEJXFE70SNYRP, Boston Dynamics AI Institute ,01HQXAVCQMVA719WESR4NKVZ7N
01HQY4F1KFFYSP31VRY5Q9CEDR, Rockset ,01HQXAVCQMRZCV2GMQY7S5Z1HE
01HQY4F1KF9E6GTXPPKBMK03FS,Rivian,01HQXAVCQNXB75JXBVTHTKW86N
01HQY4F1KFMBZJSK6GQAQWQY5B, Tenstorrent ,01HQXAVCQNMEQEFMHW307R7PP8
01HQY4F1KGVYA24M98BEEDMRGM,Visa,01HQXAVCQNMZX5WRX75WCR0FRF
01HQY4F1KGJVZFG9EAZEPCPEF0, Pear VC ,01HQXAVCQPE51ZHYQDFJQN8RFT
01HQY4F1KGNJPD9DKCAYCNZ7W5, Riot Games ,01HQXAVCQPEEVZBF82Z6K9RCJ0
01HQY4F1KGEFGZ8F6Z75TSR6DX,Voya Financial,01HQXAVCQQWYP2N9KB3GGXF955
01HQY4F1KHD90B8M3BSVMD2HZK,The Voleon Group,01HQXAVCQQ5ZER7W2VQ1D7NTGE
01HQY4F1KHEWA6HAGTPMEH654A,Fortra,01HQXAVCQQBJ0N2PNV7PV6XR6E
01HQY4F1KH7VV66NCPJK7G7145,Plexus,01HQXAVCQR31R8TYNJXCSCS7CV
01HQY4F1KHY94CQ6FRP6NXFAX7, Alto Pharmacy ,01HQXAVCQRZNRV1QSXE05NJAFX
01HQY4F1KJZR5MERHHMAYFPW00,Dow Jones,01HQXAVCQRNXK5FY90494TRB90
01HQY4F1KJ68EC2PTYM1DFYVB5,ExodusPoint,01HQXAVCQR0KK9J59RGXXHP1YH
01HQY4F1KJFA6SV9RYBS5WPZ24,Anduril,01HQXAVCQRFAGAV9ZYQMKPHM03
01HQY4F1KJNS9FNCHB8EX4R58Y, Evisort ,01HQXAVCQS9YRKPJHYH127M12D
01HQY4F1KKN491N6VAQVXPSXVN,Lacework,01HQXAVCQSFTK3QBVGVAN9B9KJ
01HQY4F1KKJRWG14KGBGNB8XKX,OwnBackup,01HQXAVCQSNJ4BNHWR1TCTZFQM
01HQY4F1KKATTG05CTS8XQGEQD,Alexandra Lozano Immigration Law PLLC,01HQXAVCQSZWSP46KVDWBCCB4Y
01HQY4F1KMCQNDF4PMF5H7YNJ3,Gelber Group,01HQXAVCQSQ1QSGKGKRFX2Y1B2
01HQY4F1KMJKQB270J306N5EFK, Businessolver ,01HQXAVCQT2H7D3PJDMPBTGGA5
01HQY4F1KM3PNFKGA0V617GKJ9,UDisc,01HQXAVCQTSQKHEX3R8FME3VME
01HQY4F1KMZ74MSXSW0VN155HG, Wayfair ,01HQXAVCQTJY7AZ1D8GMNX4J82
01HQY4F1KNMFM480SX2Z57KQWJ,Olo,01HQXAVCQTSRQK9PBXTK0976V4
01HQY4F1KNMR1DJPAZ7HTJ45XN, Confluent ,01HQXAVCQT8FK9V0NX3XAS4F8Y
01HQY4F1KNGRAWZ8SZEG097AWW,Skyways,01HQXAVCQTN5HF896HX8TH7B9M
01HQY4F1KNZBT9BS8CE8435ZFP, The Boeing Company ,01HQXAVCQV8G9VHVP1XP0SK707
01HQY4F1KPPX2X90DQVT36KX5P,Lucid,01HQXAVCQWSCW643CDX2D66NCW
01HQY4F1KP1RFSV41SHD6CNRCW, Yahoo ,01HQXAVCQWZB5ZPC12S1DMX482
01HQY4F1KPHVM4D4JR1R7K1N7C,DRW,01HQXAVCQW9QK2HRKTT343QHZY
01HQY4F1KPZMBQPXX6NE06FEXZ, ServiceNow ,01HQXAVCQXXHR317F0TR554R27
01HQY4F1KPXCB9NPRB7BJV3CDR,Salesforce,01HQXAVCQX9CXJRN8ZFRGH5F0K
01HQY4F1KQFG8Q3GEC10E7V1HM, MIT Lincoln Laboratory ,01HQXAVCQXSGXVX2RPBC80RQZE
01HQY4F1KQRHYTHM3NE1V50M1H,Nutanix,01HQXAVCQXE1RD288FFEM024BX
01HQY4F1KQK68CME2J95ST989B, Vontive ,01HQXAVCQXQBG28B2NRPW5HBD1
01HQY4F1KR9912ZTGM6YG6TBFW, Penn Interactive ,01HQXAVCQXFD2JTZABM2FJESBQ
01HQY4F1KR6B0HQPGWZPVRJTZ5,Guidewire,01HQXAVCQYH0BRAG2B2RQJ7XXK
01HQY4F1KRSNSF7VPRJWQB895T,Akuna Capital,01HQXAVCQYW1KXPRZ6615PWV2F
01HQY4F1KRY510RTEE2MHWT97R,Match Group,01HQXAVCQYJQ9VR893WZ044KEF
01HQY4F1KR7KVKDQTB2CDP3VD0,The RealReal,01HQXAVCQY2ADH326EKPXK0GKB
01HQY4F1KS587KHYYM3JP772K2,Matroid,01HQXAVCQZ4KXNVPTY3YTFK8RR
01HQY4F1KSQ4X7CN7YABDF1F0G,Quantcast,01HQXAVCQZCA5ZG53H7RDGSZB6
01HQY4F1KS6DJTGSB9WY1Y4B5Q,Leidos,01HQXAVCQZFRW90D2N6EFZPJAT
01HQY4F1KSV0PW26HAWVDMYJ0P,Ample,01HQXAVCQZ8KY2KRJE0HCA5REY
01HQY4F1KTJGBN9QB2FVECCD3F, Zynga ,01HQXAVCQZT7RE42HZ1RT90XT3
01HQY4F1KTTVY1YM1ZAMPGP66N, Workato ,01HQXAVCQZYF5N9HVP8QNCXW97
01HQY4F1KTD55SYC08WZ3410WP,Wisk,01HQXAVCR0PX1DP6TJNR6FAJ4M
01HQY4F1KTGG0WCW2SH8FCMM4G,Moveworks,01HQXAVCR0113ZBMBE6D7ARSM2
01HQY4F1KVW1FK5ACZ1DCRFFYG,PlusAI,01HQXAVCR009GYX7Z739EYC6DQ
